doi,best_oa_evidence,best_oa_host,best_oa_license,best_oa_url,best_oa_url_is_pdf,best_oa_version,data_standard,doi_url,genre,is_oa,is_paratext,journal_is_in_doaj,journal_is_oa,journal_issn_l,journal_issns,journal_name,oa_status,published_date,publisher
10.1016/j.cub.2006.06.017,open (via crossref license),publisher,elsevier-specific: oa user license,https://doi.org/10.1016/j.cub.2006.06.017,True,publishedVersion,2,https://doi.org/10.1016/j.cub.2006.06.017,journal-article,True,False,False,False,0960-9822,0960-9822,Current Biology,bronze,2006-07-01,Elsevier BV
10.1099/vir.0.80241-0,open (via free article),publisher,,https://doi.org/10.1099/vir.0.80241-0,True,publishedVersion,2,https://doi.org/10.1099/vir.0.80241-0,journal-article,True,False,False,False,0022-1317,"0022-1317,1465-2099",Journal of General Virology,bronze,2004-11-01,Microbiology Society
10.1186/1746-6148-5-44,oa journal (via doaj),publisher,cc-by,https://bmcvetres.biomedcentral.com/track/pdf/10.1186/1746-6148-5-44,True,publishedVersion,2,https://doi.org/10.1186/1746-6148-5-44,journal-article,True,False,True,True,1746-6148,1746-6148,BMC Veterinary Research,gold,2009-11-26,Springer Science and Business Media LLC
10.7589/0090-3558-38.1.93,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-38.1.93,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-38.1.93,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,2002-01-01,Wildlife Disease Association
10.3354/dao01927,open (via free pdf),publisher,,https://www.int-res.com/articles/dao_oa/d081p077.pdf,True,publishedVersion,2,https://doi.org/10.3354/dao01927,journal-article,True,False,False,False,0177-5103,"0177-5103,1616-1580",Diseases of Aquatic Organisms,bronze,2008-08-19,Inter-Research Science Center
10.2307/3278163,,,,,False,,2,https://doi.org/10.2307/3278163,journal-article,False,False,False,False,0022-3395,0022-3395,The Journal of Parasitology,closed,1972-12-01,JSTOR
10.4269/ajtmh.1989.40.428,,,,,False,,2,https://doi.org/10.4269/ajtmh.1989.40.428,journal-article,False,False,False,False,0002-9637,"0002-9637,1476-1645",The American Journal of Tropical Medicine and Hygiene,closed,1989-04-01,American Society of Tropical Medicine and Hygiene
10.7589/0090-3558-30.3.436,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-30.3.436,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-30.3.436,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1994-07-01,Wildlife Disease Association
10.7589/0090-3558-44.1.168,oa repository (via OAI-PMH title and first author match),repository,,https://bioone.org/journals/journal-of-wildlife-diseases/volume-44/issue-1/0090-3558-44.1.168/Morphology-and-Genetics-of-a-Babesia-Isolate-from-Capreolus-capreolus/10.7589/0090-3558-44.1.168.pdf,True,submittedVersion,2,https://doi.org/10.7589/0090-3558-44.1.168,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,green,2008-01-01,Wildlife Disease Association
10.1016/j.vetpar.2004.06.004,,,,,False,,2,https://doi.org/10.1016/j.vetpar.2004.06.004,journal-article,False,False,False,False,0304-4017,0304-4017,Veterinary Parasitology,closed,2004-09-01,Elsevier BV
10.7589/0090-3558-43.3.504,,,,,False,,2,https://doi.org/10.7589/0090-3558-43.3.504,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,2007-07-01,Wildlife Disease Association
10.1016/s0378-1135(96)01304-1,,,,,False,,2,https://doi.org/10.1016/s0378-1135(96)01304-1,journal-article,False,False,False,False,0378-1135,0378-1135,Veterinary Microbiology,closed,1997-04-01,Elsevier BV
10.2460/javma.239.11.1405,,,,,False,,2,https://doi.org/10.2460/javma.239.11.1405,journal-article,False,False,False,False,0003-1488,0003-1488,Journal of the American Veterinary Medical Association,closed,2011-12-01,American Veterinary Medical Association (AVMA)
10.7589/0090-3558-21.1.64,,,,,False,,2,https://doi.org/10.7589/0090-3558-21.1.64,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,1985-01-01,Wildlife Disease Association
10.1016/j.virusres.2007.08.007,,,,,False,,2,https://doi.org/10.1016/j.virusres.2007.08.007,journal-article,False,False,False,False,0168-1702,0168-1702,Virus Research,closed,2008-01-01,Elsevier BV
10.1016/j.virusres.2008.12.015,,,,,False,,2,https://doi.org/10.1016/j.virusres.2008.12.015,journal-article,False,False,False,False,0168-1702,0168-1702,Virus Research,closed,2009-04-01,Elsevier BV
10.1890/02-5266,oa repository (via OAI-PMH title and first author match),repository,,https://digitalcommons.usu.edu/cgi/viewcontent.cgi?article=3057&context=wild_facpub,True,submittedVersion,2,https://doi.org/10.1890/02-5266,journal-article,True,False,False,False,1051-0761,1051-0761,Ecological Applications,green,2003-10-01,Wiley
10.1016/s0165-2427(98)00159-7,,,,,False,,2,https://doi.org/10.1016/s0165-2427(98)00159-7,journal-article,False,False,False,False,0165-2427,0165-2427,Veterinary Immunology and Immunopathology,closed,1998-10-01,Elsevier BV
10.1017/s0950268807000039,oa repository (via pmcid lookup),repository,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2870723,True,publishedVersion,2,https://doi.org/10.1017/s0950268807000039,journal-article,True,False,False,False,0950-2688,"0950-2688,1469-4409",Epidemiology and Infection,green,2007-12-17,Cambridge University Press (CUP)
10.2307/3283289,,,,,False,,2,https://doi.org/10.2307/3283289,journal-article,False,False,False,False,0022-3395,0022-3395,The Journal of Parasitology,closed,1993-02-01,JSTOR
10.1645/ge-334r,oa repository (via OAI-PMH title and first author match),repository,,http://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1721&context=parasitologyfacpubs,True,publishedVersion,2,https://doi.org/10.1645/ge-334r,journal-article,True,False,False,False,0022-3395,"0022-3395,1937-2345",Journal of Parasitology,green,2005-02-01,American Society of Parasitologists
10.2193/2006-002,,,,,False,,2,https://doi.org/10.2193/2006-002,journal-article,False,False,False,False,0022-541X,"0022-541X,1937-2817",Journal of Wildlife Management,closed,2007-06-01,Wiley
10.7589/0090-3558-37.1.49,oa repository (via OAI-PMH title and first author match),repository,,https://bioone.org/journals/journal-of-wildlife-diseases/volume-37/issue-1/0090-3558-37.1.49/EVALUATION-OF-EWE-VACCINATION-AS-A-TOOL-FOR-INCREASING-BIGHORN/10.7589/0090-3558-37.1.49.pdf,True,submittedVersion,2,https://doi.org/10.7589/0090-3558-37.1.49,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,green,2001-01-01,Wildlife Disease Association
10.1007/s00436-006-0453-z,,,,,False,,2,https://doi.org/10.1007/s00436-006-0453-z,journal-article,False,False,False,False,0932-0113,"0932-0113,1432-1955",Parasitology Research,closed,2007-02-01,Springer Science and Business Media LLC
10.1016/j.vetmic.2006.12.024,,,,,False,,2,https://doi.org/10.1016/j.vetmic.2006.12.024,journal-article,False,False,False,False,0378-1135,0378-1135,Veterinary Microbiology,closed,2007-05-16,Elsevier BV
10.7589/0090-3558-44.1.8,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-44.1.8,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-44.1.8,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,2008-01-01,Wildlife Disease Association
10.1051/parasite/200108s2088,open (via free pdf),publisher,,https://www.parasite-journal.org/articles/parasite/pdf/2001/03/parasite200108s2p88.pdf,True,publishedVersion,2,https://doi.org/10.1051/parasite/200108s2088,journal-article,True,False,False,False,1252-607X,"1252-607X,1776-1042",Parasite,bronze,2001-06-01,EDP Sciences
10.1016/j.ijpara.2005.04.005,,,,,False,,2,https://doi.org/10.1016/j.ijpara.2005.04.005,journal-article,False,False,False,False,0020-7519,0020-7519,International Journal for Parasitology,closed,2005-09-01,Elsevier BV
10.7589/0090-3558-40.2.338,oa repository (via OAI-PMH title and first author match),repository,,https://bioone.org/journals/journal-of-wildlife-diseases/volume-40/issue-2/0090-3558-40.2.338/Antibodies-to-Canine-Distemper-and-Phocine-Distemper-Viruses-in-Polar/10.7589/0090-3558-40.2.338.pdf,True,submittedVersion,2,https://doi.org/10.7589/0090-3558-40.2.338,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,green,2004-04-01,Wildlife Disease Association
10.1016/j.actatropica.2006.06.003,oa repository (via OAI-PMH doi match),repository,,http://europepmc.org/articles/pmc1853287?pdf=render,True,acceptedVersion,2,https://doi.org/10.1016/j.actatropica.2006.06.003,journal-article,True,False,False,False,0001-706X,0001-706X,Acta Tropica,green,2006-07-01,Elsevier BV
10.1051/parasite/1965402181,open (via free pdf),publisher,,https://www.parasite-journal.org/articles/parasite/pdf/1965/02/parasite1965402p181.pdf,True,publishedVersion,2,https://doi.org/10.1051/parasite/1965402181,journal-article,True,False,False,False,0003-4150,0003-4150,Annales de Parasitologie Humaine et Comparée,bronze,1965-01-01,EDP Sciences
10.7589/0090-3558-35.3.458,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-35.3.458,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-35.3.458,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1999-07-01,Wildlife Disease Association
10.1016/s0378-1135(02)00012-3,,,,,False,,2,https://doi.org/10.1016/s0378-1135(02)00012-3,journal-article,False,False,False,False,0378-1135,0378-1135,Veterinary Microbiology,closed,2002-05-01,Elsevier BV
10.1128/jcm.02117-07,open (via free pdf),publisher,,https://jcm.asm.org/content/jcm/46/4/1498.full.pdf,True,publishedVersion,2,https://doi.org/10.1128/jcm.02117-07,journal-article,True,False,False,False,0095-1137,"0095-1137,1098-660X",Journal of Clinical Microbiology,bronze,2008-04-01,American Society for Microbiology
10.1186/1746-6148-5-42,oa journal (via doaj),publisher,cc-by,https://static-content.springer.com/esm/art%3A10.1186%2F1746-6148-5-42/MediaObjects/12917_2009_176_MOESM1_ESM.pdf,True,publishedVersion,2,https://doi.org/10.1186/1746-6148-5-42,journal-article,True,False,True,True,1746-6148,1746-6148,BMC Veterinary Research,gold,2009-01-01,Springer Science and Business Media LLC
10.1128/cvi.00424-09,open (via free pdf),publisher,,https://cvi.asm.org/content/17/3/408.full.pdf,True,publishedVersion,2,https://doi.org/10.1128/cvi.00424-09,journal-article,True,False,False,True,1556-679X,"1556-6811,1556-679X",Clinical and Vaccine Immunology,gold,2010-03-01,American Society for Microbiology
10.3201/eid0505.990514,oa journal (via doaj),publisher,cc-by,https://doi.org/10.3201/eid0505.990514,True,publishedVersion,2,https://doi.org/10.3201/eid0505.990514,journal-article,True,False,True,True,1080-6040,"1080-6040,1080-6059",Emerging Infectious Diseases,gold,1999-10-01,Centers for Disease Control and Prevention (CDC)
10.1128/jcm.38.11.4193-4200.2000,,,,,False,,2,https://doi.org/10.1128/jcm.38.11.4193-4200.2000,journal-article,False,False,False,False,0095-1137,"0095-1137,1098-660X",Journal of Clinical Microbiology,closed,2000-11-01,American Society for Microbiology
10.4102/jsava.v71i2.689,oa journal (via doaj),publisher,cc-by,https://jsava.co.za/index.php/jsava/article/download/689/663,True,publishedVersion,2,https://doi.org/10.4102/jsava.v71i2.689,journal-article,True,False,True,True,1019-9128,"2224-9435,1019-9128",Journal of the South African Veterinary Association,gold,2000-07-10,AOSIS
10.4098/at.arch.87-9,open (via free pdf),publisher,,http://rcin.org.pl/ibs/Content/11251/BI002_2613_Cz-40-2_Acta-T32-nr8-105-113_o.pdf,True,publishedVersion,2,https://doi.org/10.4098/at.arch.87-9,journal-article,True,False,False,False,0001-7051,"0001-7051,2190-3743",Acta Theriologica,bronze,1987-05-10,Mammal Research Institute
10.1002/ajp.20181,,,,,False,,2,https://doi.org/10.1002/ajp.20181,journal-article,False,False,False,False,0275-2565,"0275-2565,1098-2345",American Journal of Primatology,closed,2005-01-01,Wiley
10.1002/ajpa.20477,,,,,False,,2,https://doi.org/10.1002/ajpa.20477,journal-article,False,False,False,False,0002-9483,"0002-9483,1096-8644",American Journal of Physical Anthropology,closed,2006-01-01,Wiley
10.1002/ajp.20233,,,,,False,,2,https://doi.org/10.1002/ajp.20233,journal-article,False,False,False,False,0275-2565,"0275-2565,1098-2345",American Journal of Primatology,closed,2006-01-01,Wiley
10.1002/ajpa.20664,,,,,False,,2,https://doi.org/10.1002/ajpa.20664,journal-article,False,False,False,False,0002-9483,"0002-9483,1096-8644",American Journal of Physical Anthropology,closed,2007-01-01,Wiley
10.1111/j.1365-2028.2009.01123.x,,,,,False,,2,https://doi.org/10.1111/j.1365-2028.2009.01123.x,journal-article,False,False,False,False,0141-6707,"0141-6707,1365-2028",African Journal of Ecology,closed,2009-09-07,Wiley
10.1111/j.1365-2028.2009.01123.x,,,,,False,,2,https://doi.org/10.1111/j.1365-2028.2009.01123.x,journal-article,False,False,False,False,0141-6707,"0141-6707,1365-2028",African Journal of Ecology,closed,2009-09-07,Wiley
10.1002/ajp.20992,,,,,False,,2,https://doi.org/10.1002/ajp.20992,journal-article,False,False,False,False,0275-2565,0275-2565,American Journal of Primatology,closed,2011-09-06,Wiley
10.4098/at.arch.79-28,open (via free pdf),publisher,,http://rcin.org.pl/ibs/Content/10591/BI002_11629_Cz-40-2_Acta-T24-nr21-271-276_o.pdf,True,publishedVersion,2,https://doi.org/10.4098/at.arch.79-28,journal-article,True,False,False,False,0001-7051,"0001-7051,2190-3743",Acta Theriologica,bronze,1979-06-19,Mammal Research Institute
10.2307/3285464,,,,,False,,2,https://doi.org/10.2307/3285464,journal-article,False,False,False,False,0022-3395,0022-3395,The Journal of Parasitology,closed,2002-06-01,JSTOR
10.1111/j.1600-0684.1995.tb00155.x,,,,,False,,2,https://doi.org/10.1111/j.1600-0684.1995.tb00155.x,journal-article,False,False,False,False,0047-2565,0047-2565,Journal of Medical Primatology,closed,1995-05-01,Wiley
10.1128/jvi.70.6.3617-3627.1996,open (via free pdf),publisher,,https://jvi.asm.org/content/jvi/70/6/3617.full.pdf,True,publishedVersion,2,https://doi.org/10.1128/jvi.70.6.3617-3627.1996,journal-article,True,False,False,False,0022-538X,"0022-538X,1098-5514",Journal of Virology,bronze,1996-06-01,American Society for Microbiology
10.1084/jem.188.11.2057,open (via free pdf),publisher,,http://jem.rupress.org/content/188/11/2057.full.pdf,True,publishedVersion,2,https://doi.org/10.1084/jem.188.11.2057,journal-article,True,False,False,False,0022-1007,"0022-1007,1540-9538",Journal of Experimental Medicine,bronze,1998-12-07,Rockefeller University Press
10.7589/0090-3558-44.2.440,,,,,False,,2,https://doi.org/10.7589/0090-3558-44.2.440,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,2008-04-01,Wildlife Disease Association
10.2307/3282005,,,,,False,,2,https://doi.org/10.2307/3282005,journal-article,False,False,False,False,0022-3395,0022-3395,The Journal of Parasitology,closed,1985-06-01,JSTOR
10.1016/0378-1135(87)90092-7,,,,,False,,2,https://doi.org/10.1016/0378-1135(87)90092-7,journal-article,False,False,False,False,0378-1135,0378-1135,Veterinary Microbiology,closed,1987-01-01,Elsevier BV
10.7589/0090-3558-30.1.51,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-30.1.51,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-30.1.51,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1994-01-01,Wildlife Disease Association
10.7589/0090-3558-31.4.472,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-31.4.472,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-31.4.472,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1995-10-01,Wildlife Disease Association
10.20506/rst.17.3.1134,,,,,False,,2,https://doi.org/10.20506/rst.17.3.1134,journal-article,False,False,False,False,0253-1933,0253-1933,Revue Scientifique et Technique de l'OIE,closed,1998-12-01,O.I.E (World Organisation for Animal Health)
10.1051/vetres:2004001,open (via free pdf),publisher,,http://www.vetres.org/articles/vetres/pdf/2004/02/V4201.pdf,True,publishedVersion,2,https://doi.org/10.1051/vetres:2004001,journal-article,True,False,False,False,0928-4249,"0928-4249,1297-9716",Veterinary Research,bronze,2004-03-01,EDP Sciences
10.2193/2006-225,,,,,False,,2,https://doi.org/10.2193/2006-225,journal-article,False,False,False,False,0022-541X,"0022-541X,1937-2817",Journal of Wildlife Management,closed,2007-08-01,Wiley
10.4269/ajtmh.2004.71.373,,,,,False,,2,https://doi.org/10.4269/ajtmh.2004.71.373,journal-article,False,False,False,False,0002-9637,"0002-9637,1476-1645",The American Journal of Tropical Medicine and Hygiene,closed,2004-10-01,American Society of Tropical Medicine and Hygiene
10.1136/vr.153.19.592,,,,,False,,2,https://doi.org/10.1136/vr.153.19.592,journal-article,False,False,False,False,0042-4900,0042-4900,Veterinary Record,closed,2003-11-01,Wiley
10.1645/ge-3551.1,oa repository (via OAI-PMH doi match),repository,,https://air.unimi.it/bitstream/2434/31171/5/Citterio%202006%20Abomasal%20nematode%20community%20in%20an%20alpine%20chamois.pdf,True,submittedVersion,2,https://doi.org/10.1645/ge-3551.1,journal-article,True,False,False,False,0022-3395,"0022-3395,1937-2345",Journal of Parasitology,green,2006-10-01,American Society of Parasitologists
10.7589/0090-3558-46.2.615,,,,,False,,2,https://doi.org/10.7589/0090-3558-46.2.615,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,2010-04-01,Wildlife Disease Association
10.2307/20094889,,,,,False,,2,https://doi.org/10.2307/20094889,journal-article,False,False,False,False,0093-4526,0093-4526,The Journal of Zoo Animal Medicine,closed,1988-01-01,JSTOR
